submission_id,platform,campaign_type,days_live,creator_followers,avg_views_30d,video_length_sec,views,likes,comments,shares,saves,reach,avg_watch_time_sec,completion_rate,tier1_audience_pct,profile_traffic_pct,search_traffic_pct,fyp_reels_explore_pct,graph_pattern,retention_pattern,max_view_jump_pct,flatline_hours_before_jump,like_freeze_flag,late_like_spike_flag,no_matching_engagement_flag,comment_quality,suspicious_comment_pct,repeated_comment_pct,bot_like_profile_pct,views_to_avg_multiplier,like_rate,comment_rate,share_rate,engagement_rate,reach_view_ratio,fraud_risk_score,risk_level,label,decision_recommendation,likely_fraud_type,reviewer_reason,suggested_action,source_type,source_note
GEN-004113,YouTube Shorts,Mobile Game Speedrun,2,3441,4876,30,148601,4847,52,222,570,36189,11.41,0.4328,0.6637,0.7794,0.164,0.1107,flat_then_spike,flat_or_odd,1.5659,72,False,False,True,mixed,0.2401,0.265,0.186,30.476,0.032618,0.00035,0.001494,0.034461,0.243531,64,High,suspicious,Reject and ask for analytics in ticket,possible_fake_boost,large sudden view jump; views rise without matching engagement,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004114,YouTube Shorts,Anime Edit,6,958,8500,60,977294,200,59,161,5327,683937,15.88,0.264,0.1717,0.4073,0.3862,0.1921,late_like_spike,low_watch_time,1.0921,44,False,True,True,emoji_spam,0.3382,0.4745,0.2281,114.9758,0.000205,6e-05,0.000165,0.00043,0.699827,94,Critical,botted,Reject,possible_fake_boost,large sudden view jump; views rise without matching engagement; late like spike,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004115,TikTok,Tech Gadget,10,6066,50282,15,485435,10841,871,741,1596,140101,2.55,0.1743,0.0693,0.7572,0.3336,0.0,late_like_spike,sudden_drop,0.3857,51,False,True,False,mixed,0.2068,0.1654,0.4909,9.6543,0.022333,0.001794,0.001526,0.025653,0.288609,60,High,suspicious,Reject and ask for analytics in ticket,fake_likes,late like spike,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004116,TikTok,Mobile Game Speedrun,13,69,353,60,16693,387,1,29,45,11515,9.62,0.2087,0.1134,0.106,0.2631,0.5812,late_like_spike,broken_or_missing,0.4906,94,False,True,True,generic_repeated,0.1427,0.5576,0.3636,47.289,0.023183,6e-05,0.001737,0.024981,0.68981,47,Medium,suspicious,Needs Manual Review,fake_likes,views rise without matching engagement; high views with almost no comments; late like spike,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004117,Instagram,Car Slideshows,7,67131,22888,45,109859,13170,1122,263,255,103097,20.33,0.4153,0.527,0.1581,0.1574,0.715,normal_viral_smooth,strong_retention,0.2235,1,False,False,False,relevant_discussion,0.0,0.0501,0.0213,4.7999,0.119881,0.010213,0.002394,0.132488,0.938448,7,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004118,TikTok,Fitness Clip,8,10637,409,30,1882,127,4,15,5,1043,16.91,0.5813,0.3852,0.1551,0.1603,0.637,smooth_gradual,gradual_drop,0.3149,1,False,False,False,relevant_discussion,0.0,0.0261,0.1136,4.6015,0.067481,0.002125,0.00797,0.077577,0.554198,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004119,Instagram,Finance Explainer,9,2459,15339,60,95770,11268,481,394,184,82222,34.01,0.5595,0.4415,0.0619,0.2392,0.7613,smooth_gradual,strong_retention,0.1315,4,False,False,False,relevant_discussion,0.0,0.0963,0.1164,6.2436,0.117657,0.005022,0.004114,0.126793,0.858536,19,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004120,YouTube Shorts,Travel Hook,9,21984,1488,30,35952,648,52,84,103,17963,13.44,0.4677,0.2692,0.2092,0.1892,0.5768,step_like_batches,flat_or_odd,1.9276,6,False,False,False,unrelated,0.5596,0.1545,0.6013,24.1613,0.018024,0.001446,0.002336,0.021807,0.499638,45,Medium,suspicious,Needs Manual Review,autoclick_autoswipe,large sudden view jump,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004121,YouTube Shorts,Car Slideshows,9,2152,16129,45,84472,5942,687,357,442,84643,18.23,0.4454,0.8327,0.0623,0.2249,0.6877,normal_viral_smooth,strong_retention,0.3017,0,False,False,False,short_but_relevant,0.0,0.0595,0.0945,5.2373,0.070343,0.008133,0.004226,0.082702,1.002024,8,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004122,Instagram,Car Slideshows,13,1016,1270,12,201753,1880,0,37,548,49334,0.53,0.0414,0.4581,0.4702,0.5612,0.0473,step_like_batches,unknown,1.4893,89,False,False,True,emoji_spam,0.2297,0.5133,0.4778,158.8606,0.009318,0.0,0.000183,0.009502,0.244527,84,Critical,botted,Reject,possible_autoswipe,large sudden view jump; views rise without matching engagement; high views with almost no comments,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004123,Instagram,Anime Edit,4,9623,896,20,14727,189,23,10,76,8949,7.24,0.3563,0.4264,0.5847,0.1001,0.2812,step_like_batches,flat_or_odd,1.2732,47,False,False,True,emoji_spam,0.485,0.245,0.5398,16.4364,0.012834,0.001562,0.000679,0.015074,0.607659,60,High,suspicious,Reject and ask for analytics in ticket,view_injection,large sudden view jump; views rise without matching engagement,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004124,Instagram,Travel Hook,5,1664,391,30,20520,76,10,19,110,6463,10.35,0.374,0.3548,0.573,0.3706,0.0,late_like_spike,sudden_drop,0.3927,53,False,True,True,emoji_spam,0.3378,0.363,0.6788,52.4808,0.003704,0.000487,0.000926,0.005117,0.314961,63,High,suspicious,Reject and ask for analytics in ticket,fake_likes,views rise without matching engagement; late like spike,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004125,Instagram,Mobile Game Speedrun,10,87,65,15,12642,101,3,2,15,5663,0.58,0.049,0.3462,0.3582,0.4975,0.1901,likes_freeze,unknown,1.2532,56,True,False,True,emoji_spam,0.244,0.3069,0.2447,194.4923,0.007989,0.000237,0.000158,0.008385,0.447951,91,Critical,botted,Reject,fake_likes,large sudden view jump; views rise without matching engagement; high views with almost no comments; likes freeze while views increase,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004126,TikTok,Fitness Clip,3,5450,11595,20,32317,2426,149,183,53,32962,6.86,0.3988,0.4271,0.051,0.1153,0.8849,normal_viral_smooth,gradual_drop,0.3086,0,False,False,False,short_but_relevant,0.0,0.023,0.014,2.7871,0.075069,0.004611,0.005663,0.085342,1.019959,6,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004127,TikTok,Car Slideshows,12,530,1895,60,43641,1108,10,0,77,20758,17.83,0.3953,0.2879,0.2934,0.2361,0.4889,likes_freeze,sudden_drop,0.4985,7,True,False,True,emoji_spam,0.4549,0.4935,0.39,23.0296,0.025389,0.000229,0.0,0.025618,0.475654,69,High,suspicious,Reject and ask for analytics in ticket,possible_engagement_pod,views rise without matching engagement; likes freeze while views increase,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004128,Instagram,Tech Gadget,11,24515,37139,30,246419,26853,682,900,145,236105,15.41,0.5285,0.3852,0.0111,0.2173,0.8195,normal_viral_smooth,gradual_drop,0.3747,3,False,False,False,relevant_discussion,0.0,0.059,0.0767,6.635,0.108973,0.002768,0.003652,0.115393,0.958144,22,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004129,Instagram,Car Slideshows,14,58728,24986,30,82240,2628,624,701,282,75660,9.14,0.3597,0.6582,0.0877,0.1175,0.7437,smooth_gradual,gradual_drop,0.3203,2,False,False,False,short_but_relevant,0.0,0.0416,0.1033,3.2914,0.031955,0.007588,0.008524,0.048067,0.91999,10,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004130,Instagram,Travel Hook,3,12035,490,15,58514,217,16,35,224,38817,0.33,0.0291,0.0794,0.7836,0.2428,0.0121,late_like_spike,broken_or_missing,1.1767,18,False,True,True,unrelated,0.2118,0.2904,0.2281,119.4163,0.003709,0.000273,0.000598,0.00458,0.66338,79,Critical,botted,Reject,possible_fake_boost,large sudden view jump; views rise without matching engagement; late like spike,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004131,YouTube Shorts,Car Slideshows,7,5562,586,15,50494,222,0,38,264,24431,2.62,0.2036,0.5923,0.221,0.185,0.6229,step_like_batches,very_low_watch_time,1.4627,7,False,False,True,unrelated,0.3338,0.42,0.415,86.1672,0.004397,0.0,0.000753,0.005149,0.48384,98,Critical,botted,Reject,autoclick_autoswipe,large sudden view jump; views rise without matching engagement; high views with almost no comments,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004132,TikTok,AI App Demo,6,1421,2888,15,130006,767,84,1,233,61231,3.77,0.2434,0.4645,0.3177,0.5369,0.2022,flat_then_spike,low_watch_time,2.0923,81,False,False,True,generic_repeated,0.2087,0.5138,0.6252,45.0159,0.0059,0.000646,8e-06,0.006554,0.470986,69,High,suspicious,Reject and ask for analytics in ticket,needs_analytics,large sudden view jump; views rise without matching engagement,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004133,YouTube Shorts,Travel Hook,8,6682,4915,20,478683,2462,57,352,1743,107399,2.13,0.0991,0.4416,0.3859,0.3308,0.2733,late_like_spike,broken_or_missing,0.6325,91,False,True,True,generic_repeated,0.6492,0.1416,0.4353,97.3923,0.005143,0.000119,0.000735,0.005998,0.224364,98,Critical,botted,Reject,fake_likes,views rise without matching engagement; late like spike,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004134,TikTok,Finance Explainer,6,32650,20444,12,95727,4012,736,603,311,93938,4.94,0.3867,0.4537,0.0452,0.1675,0.7517,smooth_gradual,gradual_drop,0.3452,2,False,False,False,relevant_discussion,0.0,0.0614,0.0533,4.6824,0.041911,0.007689,0.006299,0.055899,0.981311,20,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004135,Instagram,Fitness Clip,7,5768,710,20,136319,107,45,84,201,48273,5.53,0.2578,0.6991,0.8832,0.054,0.0177,vertical_spike_no_engagement,broken_or_missing,2.1034,22,False,False,True,generic_repeated,0.1011,0.2306,0.2222,191.9986,0.000785,0.00033,0.000616,0.001731,0.354118,91,Critical,botted,Reject,fake_views,large sudden view jump; views rise without matching engagement,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004136,TikTok,Finance Explainer,4,12010,2943,12,249678,1089,0,295,1005,31565,1.14,0.089,0.5584,0.4009,0.492,0.1279,vertical_spike_no_engagement,broken_or_missing,2.1147,47,False,False,True,emoji_spam,0.4281,0.5854,0.4629,84.8379,0.004362,0.0,0.001182,0.005543,0.126423,82,Critical,botted,Reject,fake_views,large sudden view jump; views rise without matching engagement; high views with almost no comments,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004137,Instagram,Mobile Game Speedrun,10,69312,5427,30,27167,1781,163,171,48,27360,9.83,0.3643,0.5977,0.0936,0.1015,0.725,smooth_gradual,strong_retention,0.3067,4,False,False,False,relevant_discussion,0.0,0.0745,0.09,5.0059,0.065557,0.006,0.006294,0.077852,1.007104,7,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004138,Instagram,Tech Gadget,10,425404,7581,45,28744,3028,139,92,170,23461,20.62,0.5016,0.7178,0.058,0.2206,0.7205,smooth_gradual,strong_retention,0.1176,3,False,False,False,relevant_discussion,0.0,0.0693,0.0575,3.7916,0.105344,0.004836,0.003201,0.11338,0.816205,9,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004139,Instagram,AI App Demo,5,233990,1201,45,2266,103,2,7,11,1926,23.03,0.5987,0.4556,0.0519,0.171,0.8532,smooth_gradual,strong_retention,0.23,3,False,False,False,relevant_discussion,0.0,0.0276,0.1198,1.8868,0.045455,0.000883,0.003089,0.049426,0.849956,16,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004140,Instagram,Travel Hook,4,4624,827,15,160461,750,21,3,927,30701,1.9,0.1639,0.6297,0.6591,0.0279,0.2784,likes_freeze,broken_or_missing,0.5154,67,True,False,True,unrelated,0.8249,0.405,0.4337,194.0278,0.004674,0.000131,1.9e-05,0.004824,0.19133,98,Critical,botted,Reject,possible_engagement_pod,views rise without matching engagement; likes freeze while views increase,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004141,TikTok,Travel Hook,3,7824,2487,12,402340,916,90,387,324,113702,2.72,0.2278,0.4259,0.7268,0.2642,0.0867,late_like_spike,broken_or_missing,0.8769,9,False,True,True,none,0.1539,0.5837,0.3389,161.7772,0.002277,0.000224,0.000962,0.003462,0.282602,83,Critical,botted,Reject,possible_fake_boost,views rise without matching engagement; late like spike,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004142,YouTube Shorts,Mobile Game Speedrun,7,4970,14311,20,246121,3923,209,370,1266,145414,3.58,0.2099,0.6523,0.5012,0.332,0.1013,step_like_batches,sudden_drop,1.9615,60,False,False,True,generic_repeated,0.8628,0.3716,0.2382,17.198,0.015939,0.000849,0.001503,0.018292,0.590823,69,High,suspicious,Reject and ask for analytics in ticket,view_injection,large sudden view jump; views rise without matching engagement,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004143,YouTube Shorts,Mobile Game Speedrun,10,6426,6142,60,304844,647,0,1,434,99174,2.32,0.0403,0.328,0.1928,0.4984,0.2443,late_like_spike,very_low_watch_time,0.6075,13,False,True,True,none,0.834,0.2194,0.2833,49.6327,0.002122,0.0,3e-06,0.002126,0.325327,78,Critical,botted,Reject,possible_engagement_pod,views rise without matching engagement; high views with almost no comments; late like spike,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004144,YouTube Shorts,Tech Gadget,10,2907,59239,30,198813,10243,2365,353,1114,134822,17.39,0.6769,0.8931,0.1248,0.0468,0.7988,normal_viral_smooth,gradual_drop,0.2124,0,False,False,False,short_but_relevant,0.0,0.0839,0.0087,3.3561,0.051521,0.011896,0.001776,0.065192,0.678135,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004145,Instagram,AI App Demo,4,1144,4036,45,142147,4001,229,97,265,72202,14.82,0.308,0.5285,0.1114,0.5183,0.316,likes_freeze,low_watch_time,1.2824,75,True,False,False,unrelated,0.3572,0.6078,0.2537,35.2198,0.028147,0.001611,0.000682,0.03044,0.507939,70,High,suspicious,Reject and ask for analytics in ticket,possible_fake_views,large sudden view jump; likes freeze while views increase,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004146,TikTok,Fitness Clip,1,13091,21054,20,297702,8851,418,210,1165,46452,4.0,0.1887,0.3988,0.2849,0.252,0.4331,step_like_batches,broken_or_missing,0.864,57,False,False,False,unrelated,0.368,0.3887,0.7249,14.1399,0.029731,0.001404,0.000705,0.031841,0.156035,41,Medium,suspicious,Needs Manual Review,view_injection,metrics and graph pattern move proportionally,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004147,Instagram,AI App Demo,2,34495,639,30,96642,592,11,74,466,62013,6.7,0.2527,0.4435,0.5052,0.2852,0.1651,late_like_spike,low_watch_time,0.3177,61,False,True,True,generic_repeated,0.3626,0.6202,0.604,151.2394,0.006126,0.000114,0.000766,0.007005,0.641678,90,Critical,botted,Reject,possible_fake_boost,views rise without matching engagement; late like spike,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004148,YouTube Shorts,AI App Demo,3,61554,7615,20,28180,2896,265,135,9,23522,5.77,0.3309,0.6071,0.0508,0.1716,0.764,smooth_gradual,gradual_drop,0.2927,2,False,False,False,short_but_relevant,0.0,0.0785,0.0837,3.7006,0.102768,0.009404,0.004791,0.116962,0.834705,10,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004149,YouTube Shorts,Travel Hook,11,39552,362,30,32259,296,11,26,136,19507,5.42,0.1999,0.4487,0.6003,0.4692,0.0,vertical_spike_no_engagement,very_low_watch_time,3.4555,78,False,False,True,none,0.1385,0.132,0.466,89.1133,0.009176,0.000341,0.000806,0.010323,0.604699,98,Critical,botted,Reject,autoclick_autoswipe,large sudden view jump; views rise without matching engagement,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004150,YouTube Shorts,Tech Gadget,9,22421,3565,15,4642,450,44,39,27,4079,5.11,0.3474,0.7497,0.1468,0.0924,0.8144,smooth_gradual,strong_retention,0.2834,4,False,False,False,relevant_discussion,0.0,0.0958,0.076,1.3021,0.096941,0.009479,0.008402,0.114821,0.878716,15,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004151,YouTube Shorts,Travel Hook,2,20351,1141,30,29000,281,1,65,166,15715,12.26,0.4674,0.6003,0.8744,0.5781,0.0,low_engagement_smooth,broken_or_missing,0.4714,27,False,False,True,mixed,0.7435,0.3703,0.644,25.4163,0.00969,3.4e-05,0.002241,0.011966,0.541897,59,High,suspicious,Reject and ask for analytics in ticket,needs_analytics,views rise without matching engagement; high views with almost no comments,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004152,YouTube Shorts,Tech Gadget,10,1179,10035,45,96895,1296,99,230,359,54244,19.19,0.4394,0.4683,0.8454,0.2401,0.0,likes_freeze,flat_or_odd,1.1716,15,True,False,True,emoji_spam,0.2637,0.545,0.5822,9.6557,0.013375,0.001022,0.002374,0.016771,0.559822,58,High,suspicious,Reject and ask for analytics in ticket,fake_likes,large sudden view jump; views rise without matching engagement; likes freeze while views increase,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004153,YouTube Shorts,Anime Edit,2,24676,4578,45,700751,4983,163,365,2472,194254,9.21,0.2248,0.1884,0.6382,0.3017,0.0985,flat_then_spike,very_low_watch_time,1.5614,80,False,False,True,generic_repeated,0.8172,0.357,0.2702,153.0692,0.007111,0.000233,0.000521,0.007864,0.277208,92,Critical,botted,Reject,fake_boost,large sudden view jump; views rise without matching engagement,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004154,TikTok,Mobile Game Speedrun,4,72555,471,60,77882,164,24,2,379,49813,7.69,0.1225,0.398,0.3896,0.4332,0.124,late_like_spike,unknown,1.1741,10,False,True,True,unrelated,0.7608,0.0954,0.1049,165.3546,0.002106,0.000308,2.6e-05,0.00244,0.639596,84,Critical,botted,Reject,fake_likes,large sudden view jump; views rise without matching engagement; late like spike,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004155,TikTok,Finance Explainer,1,11811,7120,12,149672,4042,145,154,222,97720,5.09,0.4096,0.3057,0.5645,0.1223,0.2334,flat_then_spike,sudden_drop,3.2072,11,False,False,True,emoji_spam,0.7532,0.071,0.1231,21.0213,0.027006,0.000969,0.001029,0.029003,0.652894,61,High,suspicious,Reject and ask for analytics in ticket,possible_fake_boost,large sudden view jump; views rise without matching engagement,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004156,YouTube Shorts,AI App Demo,3,16441,10533,30,1962878,7351,177,1291,5626,341281,5.21,0.1583,0.6808,0.8082,0.3353,0.0,vertical_spike_no_engagement,broken_or_missing,3.6879,13,False,False,True,emoji_spam,0.8762,0.4175,0.5484,186.3551,0.003745,9e-05,0.000658,0.004493,0.173868,93,Critical,botted,Reject,autoclick_autoswipe,large sudden view jump; views rise without matching engagement,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004157,Instagram,Anime Edit,7,7219,428,30,19128,514,4,4,93,3982,10.65,0.4189,0.022,0.5767,0.5913,0.0,low_engagement_smooth,flat_or_odd,0.3831,29,False,False,True,mixed,0.3493,0.2391,0.1158,44.6916,0.026872,0.000209,0.000209,0.02729,0.208176,51,High,suspicious,Reject and ask for analytics in ticket,possible_fake_views,views rise without matching engagement,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004158,YouTube Shorts,Finance Explainer,2,9055,56670,60,391418,6941,476,1,1819,172067,14.54,0.2495,0.3179,0.0997,0.4274,0.5174,step_like_batches,broken_or_missing,1.4775,57,False,False,False,mixed,0.4907,0.0867,0.3034,6.907,0.017733,0.001216,3e-06,0.018952,0.439599,39,Medium,suspicious,Needs Manual Review,possible_autoswipe,large sudden view jump,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004159,Instagram,Finance Explainer,4,7679,1327,60,55829,1634,16,31,130,28283,27.46,0.4779,0.4042,0.3501,0.1301,0.505,step_like_batches,sudden_drop,1.7342,13,False,False,True,unrelated,0.5537,0.2342,0.7411,42.0716,0.029268,0.000287,0.000555,0.03011,0.506601,50,High,suspicious,Reject and ask for analytics in ticket,autoclick_autoswipe,large sudden view jump; views rise without matching engagement,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004160,YouTube Shorts,Finance Explainer,10,32565,36905,20,168958,3817,17,115,68,26758,5.41,0.2963,0.5568,0.49,0.066,0.5045,low_engagement_smooth,low_watch_time,0.3516,71,False,False,True,unrelated,0.1209,0.3278,0.6888,4.5782,0.022591,0.000101,0.000681,0.023373,0.158371,58,High,suspicious,Reject and ask for analytics in ticket,possible_fake_views,views rise without matching engagement,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004161,Instagram,AI App Demo,12,14760,45959,12,92194,4447,639,362,502,62022,5.88,0.4466,0.4942,0.1008,0.2467,0.5782,smooth_gradual,strong_retention,0.2341,2,False,False,False,relevant_discussion,0.0,0.0227,0.1109,2.006,0.048235,0.006931,0.003927,0.059093,0.672734,18,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004162,Instagram,Finance Explainer,3,3408,831,12,109253,177,23,7,110,46977,0.43,0.044,0.6349,0.4219,0.5269,0.0786,vertical_spike_no_engagement,very_low_watch_time,3.5361,26,False,False,True,none,0.7249,0.4751,0.2732,131.4717,0.00162,0.000211,6.4e-05,0.001895,0.429984,91,Critical,botted,Reject,view_injection,large sudden view jump; views rise without matching engagement,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004163,YouTube Shorts,Fitness Clip,5,223,81,15,12498,13,0,0,20,5755,1.69,0.1147,0.0976,0.1028,0.4628,0.4711,likes_freeze,very_low_watch_time,0.5955,52,True,False,True,none,0.3748,0.5791,0.2158,154.2963,0.00104,0.0,0.0,0.00104,0.460474,97,Critical,botted,Reject,possible_fake_views,views rise without matching engagement; high views with almost no comments; likes freeze while views increase,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004164,Instagram,Anime Edit,4,9973,8132,60,163925,413,36,31,654,54866,11.88,0.25,0.4883,0.6871,0.5664,0.0,flat_then_spike,low_watch_time,1.6131,87,False,False,True,emoji_spam,0.4323,0.2785,0.2027,20.158,0.002519,0.00022,0.000189,0.002928,0.334702,95,Critical,botted,Reject,possible_fake_boost,large sudden view jump; views rise without matching engagement,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004165,YouTube Shorts,Mobile Game Speedrun,4,1526,1234,60,173450,666,35,206,850,26098,12.3,0.192,0.1264,0.4792,0.0615,0.394,late_like_spike,low_watch_time,0.5177,67,False,True,True,none,0.7686,0.4301,0.2699,140.5592,0.00384,0.000202,0.001188,0.005229,0.150464,95,Critical,botted,Reject,fake_likes,views rise without matching engagement; late like spike,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004166,Instagram,AI App Demo,8,1751,52027,12,1500000,8986,2150,321,7483,544024,4.28,0.4018,0.1415,0.1683,0.4222,0.4855,late_like_spike,flat_or_odd,0.4964,42,False,True,True,unrelated,0.1783,0.2944,0.173,28.8312,0.005991,0.001433,0.000214,0.007638,0.362683,51,High,suspicious,Reject and ask for analytics in ticket,possible_engagement_pod,views rise without matching engagement; late like spike,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004167,YouTube Shorts,AI App Demo,9,1499,3822,30,615957,5906,0,118,1840,74587,0.96,0.0326,0.185,0.0865,0.4342,0.4382,vertical_spike_no_engagement,broken_or_missing,2.2081,57,False,False,True,generic_repeated,0.7018,0.0871,0.7318,161.1609,0.009588,0.0,0.000192,0.00978,0.121091,85,Critical,botted,Reject,view_injection,large sudden view jump; views rise without matching engagement; high views with almost no comments,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-004168,TikTok,Finance Explainer,1,2238,333,60,42709,282,0,15,94,23309,7.1,0.1107,0.4592,0.6698,0.4181,0.0,vertical_spike_no_engagement,broken_or_missing,1.8791,5,False,False,True,none,0.2573,0.4891,0.2768,128.2553,0.006603,0.0,0.000351,0.006954,0.545763,88,Critical,botted,Reject,fake_views,large sudden view jump; views rise without matching engagement; high views with almost no comments,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
